"绝了，您这智商真是不服不行啊，建议重修九年义务教育呢",-0.80,-0.90
"今天天气真好，路边的流浪猫也吃到了好吃的，大家都要开心呀！",0.30,0.95
"抛开事实不谈，这件事情背后的结构性问题确实值得我们深思。",0.85,0.10
"毁灭吧，赶紧的，累了。",-0.90,-0.95
"哥哥真的是内娱紫微星，yysy路人都会被圈粉的程度，黑子酸鸡跳脚也没用！",-0.60,0.90
"你是不是脑干缺失啊？敲键盘前能不能先把水倒一倒，服了。",-0.95,-0.90
"差不多得了，流汗黄豆。真没人关心你那点破事，别来找画面了。",-0.70,-0.60
"饿了，不知道吃啥，随便吧。",0.20,-0.10
"赢麻了，这波我们在第五层，人家在地下室，不愧是您。",-0.60,-0.70
"srds，非粉，纯路人觉得这波确实是某家做的不地道，抱走我家哥哥不约。",-0.40,0.20
"建议查查成分，这一眼串子，还在这洗呢？多少钱一条带带我呗。",-0.85,-0.80
"生活纵然有一万个理由让你哭泣，你也要找出一个理由来微笑，明天会更好！",0.50,0.95
"从宏观经济学的角度来看，这种市场波动是周期性调整的必然结果，无需过度恐慌。",0.95,0.30
"太典了，经典的抛开事实不谈，我算是玩明白了。",-0.50,-0.50
"纯纯的依托答辩，能拍出这种东西导演也是个人才。",-0.80,-0.85
"家人们谁懂啊！大无语事件，今天出门又踩雷了，气死我了！",-0.75,-0.70
"尊嘟假嘟？这也太可爱了吧，我的心都要融化了！",-0.20,0.95
"楼主好人，一生平安。马克一下慢慢看。",0.40,0.60
"这也能赢？笑死我了，什么神仙操作，对面估计已经砸键盘了。",-0.40,0.70
"键盘侠除了在网上喷还能干嘛？现实里唯唯诺诺，网络上重拳出击。",-0.70,-0.80
"关于这个问题，我们需要辩证地看待。一方面存在管理的疏漏，另一方面也有历史遗留因素。",0.90,0.05
"抱歉，我的眼睛被污染了，这就去洗眼，这算哪门子艺术？",-0.75,-0.80
"打卡。今天也是元气满满的一天！",0.30,0.85
"我就是个臭打游戏的，什么也不懂，你们吵你们的。",0.10,-0.20
"急了急了，你看他急了，笑嘻了家人们。",-0.80,-0.50
"不信谣不传谣，坐等官方通报，现在带节奏的非蠢即坏。",0.60,0.10
"U1S1，这部剧的服化道还是可以的，就是剧情有点拉胯。",0.50,-0.20
"救命啊，这也太好嗑了吧！Kswl，民政局我已经搬来了！",-0.40,0.90
"您吉祥。这么大岁数了还出来上网冲浪，真是难为您了。",-0.65,-0.75
"虽然但是，我觉得每个人都有表达自己观点的权利，没必要互相攻击。",0.70,0.30
"纯爱战神应声倒地！这该死的爱情什么时候轮到我啊！",-0.30,0.60
"啊对对对，你说的都对，你永远是全宇宙最懂的。",-0.85,-0.80
"感恩遇见，感谢有你。这个世界因为你们的善意而变得更加美好。",0.60,0.95
"无所谓，我会出手。这点小场面还能难倒我？",-0.20,0.50
"笑死，根本看不懂你们在吵什么，不如去喝杯奶茶。",0.00,0.10
"这波操作属实是把我看麻了，我的母语是无语。",-0.50,-0.60
"这种毫无底线的营销手段，简直是对消费者智商的侮辱！",-0.80,-0.85
"理性探讨，该技术的落地仍面临法律与伦理的双重挑战，亟需完善相关法规。",0.95,0.00
"就这？就这？还以为多厉害呢，原来是个纸老虎，白期待了。",-0.70,-0.60
"太感动了，眼泪不值钱，看一次哭一次，导演你好狠的心！",-0.30,0.80
"一眼丁真，鉴定为假。这图P得连我奶奶都看出来了。",-0.60,-0.50
"别太荒谬，这种话是怎么从你嘴里说出来的？",-0.75,-0.70
"好贴，顶一下。在这个浮躁的社会，还能看到这样有深度的文章实属不易。",0.80,0.85
"随便写点字测试一下键盘手感，不用理我。",0.10,0.00
"泰裤辣！这简直是我今年看过最炸裂的现场！",-0.30,0.95
"退网了，江湖不见。各位保重。",0.00,-0.80
"什么都磕只会害了你，这两人明明毫无CP感好吗，强行营业。",-0.50,-0.60
"愿所有在深夜里痛哭过的人，都能在清晨迎来属于自己的那一缕阳光。",0.50,0.90
"好死，开香槟咯！这下终于清净了，普天同庆！",-0.80,0.60
"基于数据分析和受众画像，该产品定位不够清晰，转化率低是预期之内的。",0.95,-0.10
"你在狗叫什么？真以为自己是个腕儿了，算老几啊？",-0.95,-0.90
"大半夜的看饿了，谁懂啊，手里的泡面突然就不香了。",-0.20,-0.10
"只要思想不滑坡，办法总比困难多！加油打工人！",0.40,0.85
"别洗了别洗了，底裤都洗没了。互联网是有记忆的。",-0.75,-0.80
"你管这叫演技？我家狗上去了都演得比这好，简直是灾难。",-0.85,-0.90
"探讨个体在现代社会中的异化现象，不能仅停留在表层，更需触及资本逻辑的内核。",0.90,-0.20
"好耶！终于下班了！周末我要睡到自然醒！",-0.10,0.90
"说句公道话，虽然男主确实有问题，但女主这种做法也挺极端的。",0.70,-0.10
"懂的都懂，不懂的说了也没用，利益牵扯太深了，不可说。",-0.40,-0.30
"我的评价是：不如原神。画质拉垮，优化稀烂，不服来辩。",-0.80,-0.70
"谢谢博主的分享，学到了很多实用的干货，已收藏！",0.60,0.90
"鼠鼠我啊，今天又被领导骂了呢，感觉人生就是个巨大的笑话。",-0.50,-0.85
"这瓜保熟吗？先吃瓜，不站队，让子弹飞一会儿。",0.50,0.00
"您可真是个逻辑鬼才，黑的都能被您说成白的，甘拜下风。",-0.80,-0.80
"遥遥领先！咱们这技术可以说是突破封锁了，为科研人员点赞！",0.40,0.95
"没意思，卸载了。匹配机制极其脑残，纯粹在恶心玩家。",-0.90,-0.90
"该死，竟然被你装到了，给你满分不怕你骄傲。",-0.20,0.60
"客观来说，每种文化都有其生存的土壤，我们应当保持尊重的态度，而非居高临下的批判。",0.95,0.40
"笑发财了，网友的评论比正文还好看，一个个都是段子手吗？",-0.20,0.85
"这是什么人间疾苦，为什么要让我看到这个，破防了家人们。",-0.60,-0.85
"每日一问，今天他糊了吗？这种劣迹艺人趁早封杀吧。",-0.85,-0.90
"去码头整点薯条，别想那么多没用的，开心最重要。",0.10,0.50
"你没事吧？你没事吧？吃点溜溜梅吧你，神经病啊！",-0.90,-0.85
"感谢命运的馈赠，虽然过程曲折，但结果是好的，一切努力都值得。",0.60,0.90
"从法理上讲，这属于民事纠纷，不应上升到刑事高度，建议走法律程序解决。",0.95,0.10
"蚌埠住了，这剧情发展简直离谱给离谱他妈开门，离谱到家了。",-0.60,-0.70
"好想躺平啊，卷又卷不赢，躺又躺不平，这就是当代年轻人的现状吗？",0.20,-0.60
"内定就内定呗，装什么公平公正呢，吃相不要太难看。",-0.75,-0.85
"啊啊啊啊啊这是我不花钱能看的吗？神仙绝美爱情，绝绝子！",-0.50,0.95
"建议专家不要建议。你们是真不知人间疾苦啊，站着说话不腰疼。",-0.80,-0.80
"这很难评，祝你们成功吧。反正我是不看好。",-0.40,-0.50
"不管这个世界怎么对待你，请你一如既往的勇敢、善良、热爱生活！",0.50,0.95
"打卡第一天。不知道能坚持多久，先记录一下。",0.30,0.10
"爹味太重了，一股子颐指气使的味儿，您在家也是这么教训人的吗？",-0.85,-0.80
"该事件本质上反映了信息茧房对群体认知的影响，打破算法推荐的桎梏才是关键。",0.90,-0.10
"小丑竟是我自己。满心欢喜去赴约，结果被放鸽子了，呵呵。",-0.60,-0.85
"这就急啦？急也没用，事实摆在眼前，你家哥哥就是被实锤了。",-0.80,-0.75
"生活碎片。今天喝了美式，吃了可颂，阳光很好。",0.40,0.60
"纯纯的工业糖精，一点逻辑都没有，真把观众当傻子糊弄呢？",-0.85,-0.85
"格局打开，不要局限在眼前的蝇头小利，长远来看这是一个双赢的局面。",0.70,0.60
"你们慢慢撕，我抱走我家宝贝，清者自清，时间会证明一切。",-0.30,0.30
"太可怕了，怎么会有这种人，心理阴暗到了极点，严惩不贷！",-0.90,-0.95
"这衣服真好看，可惜我太胖了穿不上，哭瞎。",-0.10,-0.40
"理性吃瓜，现在的反转太多了，谁知道明天会不会出什么新证据呢。",0.80,0.00
"您配吗？您配几把？拿着鸡毛当令箭，真把自己当盘菜了。",-0.95,-0.95
"真好啊，看到大家都在努力发光发热，我也充满了力量！",0.40,0.95
"随便发一条充数的，证明我还活着。",0.10,0.00
"一整个爱住了！这是什么神仙宝藏店铺，买它买它买它！",-0.40,0.95
"分析得非常透彻，逻辑严密，论据充分，令人信服，受教了。",0.90,0.85
"散了吧，都是资本的炒作罢了，真情实感你就输了。",-0.50,-0.60
"好一招浑水摸鱼，您这颠倒黑白的本事不去写小说真是可惜了。",-0.80,-0.85
"只有我觉得这歌很难听吗？粉丝别来杠，杠就是你对。",-0.85,-0.90
"专注自家，不约不约！宝贝新剧马上上了，大家多多关注作品哦~",-0.30,0.85
"有一说一，这种毫无底线的炒作，只会透支大众的信任底线。",0.75,-0.60
"差不多得了，流汗黄豆。天天在这复读，你是复读机转世吗？",-0.70,-0.75
"从社会学视阈下的拟态环境来看，网民的情绪极化本质上是算法推荐导致的群体极化现象。",0.95,-0.10
"每天醒来都是新的一天，忘掉昨天的烦恼，去拥抱今天的阳光吧！",0.60,0.95
"今天早上吃了一个肉包子，感觉还行。",0.10,0.20
"太牛了太牛了，这就是传说中的顶级理解吗？我算是开眼了。",-0.75,-0.50
"哥哥只有我们了！数据女工们冲鸭，绝不能让对家看笑话！",-0.60,0.90
"你是不是以为自己很幽默？发这种烂梗，建议去医院挂个脑科看看。",-0.95,-0.90
"就这水平也敢自称行业标杆？笑死个人，我看是行业耻辱还差不多。",-0.85,-0.85
"基于客观数据分析，该市场的下行趋势是宏观经济周期与微观消费降级共同作用的结果。",0.90,-0.30
"笑死，根本没人在乎你的看法好吗，别太把自己当回事了。",-0.80,-0.80
"家人们谁懂啊，今天被主管画大饼了，无语子，想创飞全世界！",-0.70,-0.75
"真的被治愈到了，这世上总有不期而遇的温暖，愿善良的人都被温柔以待。",0.50,0.95
"没看懂，先插个眼，等大佬来解释。",0.30,0.00
"好活当赏！这反转我是在大气层都没猜到，作者脑洞太大了吧！",-0.20,0.85
"这就破防了？心理素质这么差建议告别互联网，回火星去吧。",-0.85,-0.70
"别太荒谬了我说，这剧情走向是碳基生物能想出来的吗？",-0.75,-0.80
"理性看待，虽然该规定在执行层面存在瑕疵，但其规范行业秩序的初衷是值得肯定的。",0.85,0.40
"前排出售瓜子矿泉水，坐等大神对线。",0.20,0.10
"尊嘟假嘟O.o？这也太离谱了吧，吃瓜吃到自己家房子塌了！",-0.40,-0.60
"急急急，我是急急国王！这网速卡得我想顺着网线过去打人！",-0.80,-0.85
"无论黑夜多么漫长，黎明总会到来。再坚持一下，你比想象中更强大。",0.60,0.90
"典中典之抛开事实不谈。只要我不讲理，你就永远辩不过我。",-0.65,-0.75
"路人盘早就崩了还搁这洗呢，互联网是有记忆的，这波纯属自作自受。",-0.70,-0.80
"退一万步讲，即便当事人有过错，网络暴力也绝不是伸张正义的合法手段。",0.90,-0.20
"纯路人，觉得两边都不是什么好鸟，建议一起打包封杀。",-0.50,-0.70
"这盛世如你所愿！看到祖国越来越强大，真是满满的自豪感！",0.50,0.95
"啊这……一时竟不知道该从哪里开始吐槽，槽点太多无从下口。",-0.40,-0.50
"键盘侠又来指导江山了？你行你上啊，不行就闭嘴乖乖看着。",-0.90,-0.85
"生活碎片plog，又是快乐干饭的一天！",0.30,0.80
"赢麻了，什么叫降维打击啊，这波操作简直是教科书级别的。",-0.30,0.85
"真无语，现在的编剧是不是没谈过恋爱？工业糖精齁死我了。",-0.80,-0.85
"从法律的尺度来看，此案件的判决兼顾了法理与人情，具有重要的判例价值。",0.95,0.50
"寄！这波大意了没有闪，对面这套路套路太深了。",-0.50,-0.60
"你这三观也是碎一地了，建议重塑一下再出来发表言论，免得误导未成年。",-0.85,-0.90
"只要心怀热爱，即使是平凡的日子也能开出花来。大家晚安~",0.50,0.95
"测试评论，不用管我。",0.10,0.00
"这就是内娱的顶流吗？拉踩碰瓷一套带走，粉丝还沾沾自喜，真是开了眼了。",-0.80,-0.85
"我悟了，原来一切都是资本的阴谋，我们只不过是韭菜罢了。",-0.60,-0.70
"虽然该模型在特定数据集上表现优异，但其泛化能力与鲁棒性仍需进一步的学术验证。",0.95,0.10
"绝绝子！这简直是我的人生之剧，N刷都不觉得腻！",-0.40,0.95
"你要不要听听你在说什么？猪脑过载了吧，逻辑简直不通顺。",-0.90,-0.85
"今天下雨了，没带伞，淋成落汤鸡了。",0.20,-0.30
"yysy，这波联动属实是双厨狂喜，官方太懂我们想要什么了！",-0.30,0.90
"您真是一朵盛世白莲花，错的全是别人，您永远最委屈。",-0.85,-0.80
"不要在别人的眼光中寻找自己的价值，你就是独一无二的光芒。",0.60,0.90
"该说不说，这产品的定价策略完全偏离了目标受众的购买力预期。",0.85,-0.40
"乐了，经典受害者有罪论，合着被坑了还得怪自己不够聪明呗？",-0.75,-0.80
"大清早起来看到这个，真的会被气晕过去，这世道是怎么了？",-0.80,-0.90
"打个卡，证明我来过。",0.10,0.00
"好心疼女鹅，这资本强捧的丑男也配搭戏？赶紧抬走吧！",-0.70,-0.75
"真诚发问，这种毫无技术含量的东西是怎么火起来的？不理解，大受震撼。",-0.60,-0.65
"探讨现代人的精神内耗，必须要结合当下的高压社会结构与原子化生存状态。",0.90,-0.20
"太燃了！这节奏、这画面，我直接在电影院里起立鼓掌！",-0.20,0.95
"你看你看，他急眼了。戳到痛处了吧？急也没用。",-0.80,-0.60
"世界破破烂烂，总有人缝缝补补。感谢这些平凡生活中的英雄。",0.50,0.95
"这种洗地文也能发得出来？给你五毛，删了让我发可以吗？",-0.85,-0.80
"不懂就问，这是可以说的吗？感觉我触碰到了什么不得了的秘密。",-0.40,0.10
"理性探讨：新能源车的续航焦虑与充电桩基础设施建设存在严重的滞后错位。",0.90,-0.10
"神金啊，这男的是不是有什么大病，真的是大无语事件发生。",-0.85,-0.85
"呜呜呜我的CP发糖了！这是过年了吧，给我把民政局搬过来！",-0.40,0.95
"建议把您的脑子捐给有需要的人，放在您那里完全是闲置资产。",-0.90,-0.95
"啊对对对，你清高，你了不起，就我们都是俗人行了吧？",-0.85,-0.80
"所有的失去，都会以另一种方式归来。慢慢来，一切都会变好的。",0.60,0.90
"先马后看，干货满满的一篇文章。",0.30,0.60
"抛开剂量谈毒性就是耍流氓，科普工作任重道远啊。",0.70,-0.30
"一眼假，鉴定为水军。麻烦下次请水军的时候找点高质量的，别用复制粘贴了。",-0.80,-0.70
"这破游戏吃枣药丸，策划是用脚做的平衡吗？退游了，真没劲。",-0.90,-0.95
"这也能被喷？现在的网友真是戾气太重了，什么都要杠一下。",-0.60,-0.75
"从心理学角度分析，这种反社会人格的形成往往与其童年创伤与家庭环境密不可分。",0.90,-0.20
"今天天空很蓝，云朵像棉花糖，是个适合见面的好日子呢。",0.40,0.90
"我直接好家伙！这剧情反转得我猝不及防，编剧膝盖给你了。",-0.30,0.85
"真晦气，出门没看黄历遇到这种事，今天一整天的好心情都毁了。",-0.70,-0.85
"别来碰瓷美女了行吗？独自美丽不约，某些人少给自己加戏。",-0.65,-0.50
"您这键盘敲得冒火星子了吧？现实生活多不如意才跑到网上来发疯？",-0.95,-0.90
"每一次的至暗时刻，都是为了让你找到内心的那束光。加油！",0.60,0.95
"无聊，刷会儿手机就睡了。",0.10,-0.10
"就这？我还以为有什么大招呢，结果就憋出个这么个玩意儿，散了吧。",-0.75,-0.70
"客观分析，这次危机的公关处理堪称灾难级，完全没有抓住大众的情绪痛点。",0.85,-0.50
"太好孝了，哄堂大孝了家人们，这逻辑真是绝了。",-0.60,-0.75
"好米！姐姐的生图也太能打了吧，这就是女娲毕设的含金量吗！",-0.30,0.95
"洗洗睡吧，别在这丢人现眼了，智商是硬伤，治不好的。",-0.90,-0.90
"虽然但是，这件事的背后是否还有隐情？让子弹飞一会儿再下定论。",0.80,0.00
"好气啊，怎么会有这种没有底线的公司，消费者权益保护法是摆设吗！",-0.85,-0.90
"愿你历尽千帆，归来仍是少年。保持初心，继续前行。",0.50,0.95
"占个前排，楼主更新了踢我一脚。",0.20,0.10
"这波属实是小刀拉屁股，开了眼了，原来还能这么玩？",-0.40,-0.30
"这种三观不正的作品到底是怎么过审的？建议相关部门严查！",-0.85,-0.90
"探究文化自信的根基，不仅要回溯历史的深厚底蕴，更要立足于当下的创新表达。",0.95,0.40
"救大命！这什么神仙颜值，简直是在我的审美点上蹦迪！",-0.40,0.95
"别洗地了，洗洁精都涨价了，承认别人优秀有那么难吗？",-0.80,-0.75
"您可真是宽宏大量呢，慷他人之慨，圣母心泛滥给谁看呢？",-0.85,-0.80
"不要害怕失败，因为每一次试错，都是离成功更近一步的阶梯。",0.60,0.90
"签到。顺便赚点积分。",0.10,0.00
"这就是你的素质？满嘴喷粪，建议回炉重造一下再来上网。",-0.95,-0.95
"太搞笑了，今天我的快乐是网友给的，哈哈哈笑到肚子疼。",-0.20,0.90
"基于市场规律，短期的价格战无法建立长期的品牌护城河，服务升级才是正道。",0.95,0.10
"颗秒,打瓦探个头就被对面一枪颗秒，我真的会谢。",-0.75,-0.85
"xswl,一觉睡十一个小时还叫不醒，这作息xswl。",-0.60,-0.30
"666,你这局的操作除了给你刷666，我实在无话可说。",-0.40,-0.20
"闹麻了,天天在朋友圈炫耀那点破事，真的是闹麻了。",-0.85,-0.80
"谁问你了,你搁这儿长篇大论说一堆，问题是：谁问你了？",-0.90,-0.75
"那咋了,代码跑不通又满屏红字，那咋了，直接拔电源摆烂。",-0.65,-0.50
"奶龙,群里天天发那恶心人的奶龙表情包，你人没事吧？",-0.80,-0.90
"我的妈呀大姐,连个基础bug都找不出来，我的妈呀大姐你退群吧。",-0.85,-0.85
"你老公,一看到视频里戴黑手套的极品大帅哥，评论区全在喊“你老公”。",-0.30,0.80
"神人,大冬天穿短袖吃雪糕，你真的是个神人。",-0.50,0.10
"不是哥们,不是哥们，你这波操作是碳基生物能想出来的吗？",-0.80,-0.60
"汗流浃背了吧老弟,被老师当堂点名抽查作业，汗流浃背了吧老弟。",-0.60,0.20
"家人们谁懂啊,今天出门又忘带伞，家人们谁懂啊这下头的天气。",-0.70,-0.80
"尊嘟假嘟,你说明天早八取消了？尊嘟假嘟O.o？",-0.40,0.60
"依托答辩,这部新上映的电影看下来简直就是依托答辩。",-0.90,-0.95
"小卡拉米,在真正的大佬面前，我们这群人都是小卡拉米。",-0.40,-0.30
"急了急了,我就随口一说你反驳这么多，急了急了破防了吧。",-0.85,-0.50
"抛开事实不谈,抛开事实不谈，难道你就没有一点错吗？",-0.95,-0.60
"你人还怪好的嘞,这资本家还给我们发了一毛钱高温补贴，你人还怪好的嘞。",-0.75,-0.70
"一眼丁真,这网图P得连空间都扭曲了，一眼丁真鉴定为假。",-0.60,-0.40
"贴脸开大,你当着导师的面说他课无聊，属于是贴脸开大了。",-0.70,0.10
"虾仁猪心,你不仅赢了他还要发个问号嘲讽，真是虾仁猪心啊。",-0.65,-0.20
"蚌埠住了,看到这满屏的马赛克画质，我彻底蚌埠住了。",-0.70,-0.60
"赢麻了,这次抽卡一发入魂，今天真的是赢麻了。",-0.30,0.90
"栓Q,刚出门就踩到水坑，我真的会栓Q。",-0.75,-0.80
"芭比Q了,期末DDL马上就到了但我还没建文件夹，这下彻底芭比Q了。",-0.65,-0.90
"夺笋啊,大半夜给减肥的闺蜜发烧烤视频，你夺笋啊。",-0.50,0.30
"伤害不大侮辱极强,这只猫鄙视的眼神，简直是伤害性不大侮辱性极强。",-0.40,-0.30
"懂的都懂,这其中的利益关系嘛，懂的都懂，不懂的我也不多解释。",-0.20,-0.10
"细思极恐,大半夜一个人在实验室听见脚步声，真是细思极恐。",-0.30,-0.70
"这谁顶得住啊,连续熬了三个大夜写Node.js，这谁顶得住啊。",-0.70,-0.85
"小丑竟是我自己,满心欢喜准备了半天结果人家根本没叫我，🤡小丑竟是我自己。",-0.60,-0.80
"满级小孩哥,现在的小学生打游戏也太猛了，绝对是满级小孩哥。",-0.40,0.60
"觉醒了猎杀时刻,喝完这杯冰美式，觉醒了，猎杀时刻！",-0.50,0.70
"臣妾做不到啊,让我一天之内写完两万字论文，臣妾做不到啊！",-0.80,-0.85
"还有这种操作,用微波炉热西瓜？还有这种操作？",-0.40,-0.10
"勇敢牛牛不怕困难,面对这如同山一样高的复习资料，勇敢牛牛不怕困难！",-0.30,0.80
"遥遥领先,我的单身时长在朋友圈里绝对是遥遥领先。",-0.50,-0.40
"达咩,想让我周末加班？达咩！想都不要想！",-0.75,-0.80
"顶级理解,把甲方给的五彩斑斓的黑做成了灰色，你这也是顶级理解了。",-0.60,-0.30
"牢大,看到直升机从天上飞过，想你了牢大。",-0.80,-0.20
"冰红茶,买不到可乐了，来瓶冰红茶凑合一下吧孩子们。",-0.60,-0.10
"哈基米,路边遇到一只流浪哈基米，赶紧摸两把。",-0.30,0.70
"原神启动,管他三七二十一，先大喊一声：原神，启动！",-0.70,0.60
"泰裤辣,你这身非主流穿搭，真的是泰裤辣！",-0.60,-0.40
"City不City啊,周末去外滩喝个下午茶，你就说City不City啊。",-0.50,0.50
"恐龙抗狼,脑子里全是那句恐龙抗狼抗狼抗，快要神经衰弱了。",-0.70,-0.60
"鸡你太美,听到这熟悉的BGM，DNA动了，鸡你太美。",-0.60,0.40
"两年半,他打这个游戏的水平，刚好相当于一个练习时长两年半的菜鸟。",-0.50,-0.50
"小黑子,你天天在评论区带节奏，小黑子露出鸡脚了吧。",-0.80,-0.60
"精神小伙,穿上紧身衣和豆豆鞋，精神小伙不请自来。",-0.60,-0.30
"摇个花手,气氛都烘托到这了，不给大家摇个花手很难收场。",-0.50,0.40
"纯爱战神,看到他们俩的绝美爱情，纯爱战神应声倒地。",-0.50,0.80
"挖野菜,天天为了一个渣男哭死哭活，你是准备去当王宝钏挖野菜吗。",-0.85,-0.70
"夹子音,听到语音里那做作的夹子音，我隔夜饭都要吐出来了。",-0.90,-0.90
"海王,这哥们同时撩五个妹子，纯纯的鱼塘局海王。",-0.80,-0.80
"舔狗日记,舔狗日记：今天风很大，但我还是把你删了。",-0.60,-0.70
"网抑云时间,一到深夜十二点，自动切入网抑云emo时间。",-0.50,-0.80
"陆地键仙,现实里唯唯诺诺，网络上重拳出击，不愧是陆地键仙。",-0.80,-0.85
"漏网之鱼,连这么简单的常识都不知道，你是九年义务教育的漏网之鱼吗。",-0.90,-0.85
"老北鼻,这操作真的是盖了帽了我的老北鼻。",-0.50,0.60
"奥利给,不管遇到多大的困难，大喊一声奥利给干就完了。",-0.30,0.90
"干饭人,一听到食堂开饭的铃声，干饭人干饭魂瞬间燃烧。",-0.40,0.85
"脆皮大学生,跑个八百米能喘三天，纯正的脆皮大学生。",-0.50,-0.30
"大怨种,花原价买了一堆没用的破烂，我就是个纯纯的大怨种。",-0.70,-0.75
"互联网嘴替,你说的话简直就是我的心声，感谢你我的互联网嘴替。",-0.30,0.80
"社交牛逼症,在地铁里大声唱歌，这社交牛逼症也是没谁了。",-0.60,-0.20
"社死现场,当众认错人还热情打招呼，大型社死现场。",-0.70,-0.80
"尴尬的是别人,只要我不觉得尴尬，那尴尬的就一定是别人。",-0.60,0.10
"抠出三室一厅,这剧情雷人到让我尴尬得用脚趾抠出三室一厅。",-0.80,-0.85
"绝绝子,这杯新出的奶茶味道真的是绝绝子。",-0.50,0.80
"干烧了,这复杂的逻辑推理题直接把我的CPU干烧了。",-0.60,-0.70
"叠buff,感冒发烧还遇上大姨妈，属于是疯狂叠buff了。",-0.60,-0.80
"质疑理解成为,一开始觉得他有病，后来经历过同样的事：质疑理解成为。",-0.20,0.20
"主打一个陪伴,我打游戏虽然菜，但我主打一个陪伴啊。",-0.30,0.50
"优势在我,虽然我们经济落后一万，但相信我，优势在我！",-0.40,0.70
"V我50,今天星期四了，谁V我50让我看看你的实力。",-0.50,0.30
"麦门,没有什么是一顿麦当劳解决不了的，麦门永存。",-0.40,0.80
"彻底寄了,期中考试一道题都不会做，鼠鼠我啊这次彻底寄了。",-0.80,-0.90
"润了润了,这公司画大饼还不给加班费，赶紧润了润了。",-0.70,-0.60
"科技与狠活,这汤白得这么不自然，全是科技与狠活啊哥们。",-0.80,-0.70
"海克斯科技,一勺三花淡奶下去，满满的海克斯科技味道。",-0.70,-0.60
"沉浸式,戴上降噪耳机，开启沉浸式敲代码体验。",-0.10,0.60
"氛围感神明,这滤镜一加，瞬间变身氛围感神明。",-0.30,0.80
"电子榨菜,吃饭不看点搞笑视频当电子榨菜，这饭根本咽不下去。",-0.40,0.40
"显眼包,大合照里你非要摆个最奇怪的姿势，真是个显眼包。",-0.60,-0.30
"吗喽的命也是命,天天被老板压榨，吗喽的命也是命啊！",-0.85,-0.90
"纯纯的牛马,每天早出晚归拿那点死工资，咱们就是纯纯的牛马。",-0.80,-0.85
"怎么不算呢,你说这算不算一种成功？怎么不算呢。",-0.40,0.30
"你没事吧,没事找事跑来骂我一顿，你没事吧大姐？",-0.85,-0.80
"听君一席话,你这话说了等于没说，真是听君一席话如听一席话。",-0.70,-0.50
